AKI_gene_pairs
GABPA_HMOX1
HBB_HMOX1
HMOX1_IL1B
HMOX1_NOS2A
HMOX1_PER2
HMOX1_SETD2
HMOX1_TLR4
HMOX1_TNF
HP_HPX
AKR1B1_HSPA1A
GTF2A1_HSPA5
HSPA5_S100A16
DDC_HTR2B
HTR2B_MAOA
HTR2B_TPH1
HTRA3_MIRN494
ICAM1_IL1B
ICAM1_ITGAL
ICAM1_ITGB2
ICAM1_SELL
ICAM1_TNF
IFNA1_IFNA2
IFNG_IL1B
IFNG_IL2
IFNG_IL2RA
IFNG_IL4
IFNG_IL6
IFNG_TNF
DEGS1_IGF1
EGFR_IGF1
GHR_IGF1
HGF_IGF1
IGF1_IGF1R
IGF1_TGFB1
IGF1_IGF2
IGF2_INS
IGFALS_INS
IGFALS_MMP2
IGFALS_TIMP2
IGF1_IGFBP1
IGF1R_IGFBP1
CST3_IGFBP7
IGFALS_IGFBP7
IGFBP7_INS
IGFBP7_TIMP2
HMOX1_IL10
IFNG_IL10
IL10_IL17A
IL10_IL2
IL10_IL8
IL10_TNF
IL12A_IL9
AHR_IL17D
AKT1_IL17D
IL10_IL17D
IL17D_IL1B
IL17D_IL22
IL17D_STAT3
IL17D_TLR4
CASP1_IL18
CCL2_IL18
IL18_LCN2
IL18_MMP2
IL18_SPP1
IL18_TNFSF14
CASP1_IL1A
CASP3_IL1A
CCL2_IL1A
IL1A_IL1B
IL1A_IL6
IL1A_NFKB1
IL1A_SOD1
IL1A_TNF
CASP1_IL1B
CASP3_IL1B
HAVCR1_IL1B
IL10_IL1B
IL18_IL1B
IL1B_IL2
IL1B_IL4
IL1B_IL8
IL1B_MAFK
IL1B_MAPK3
IL1B_NFKB1
IL1B_NOX1
IL1B_PLAT
IL1B_SERPINE1
IL1B_TLR4
IL1B_TNF
IL1B_TP53
IL1B_IL1R1
IL1B_IL1RAPL2
IL2_IL4
IL2_TNF
AHR_IL22
IL10_IL22
IL1B_IL22
IL22_IL22RA1
IL17D_IL22RA1
IL22RA1_STAT3
IL17D_IL22RA2
IL22_IL22RA2
CD4_IL2RA
IL2_IL2RA
IL10_IL4
IL4_IL6
IL4_TNF
AGT_IL6
ALB_IL6
CRP_IL6
CST3_IL6
CXCL2_IL6
FGF23_IL6
HMGB1_IL6
HMOX1_IL6
ICAM1_IL6
IL10_IL6
IL17A_IL6
IL18_IL6
IL1B_IL6
IL2_IL6
IL6_IL8
IL6_MAPK3
IL6_MIRN199B
IL6_MMP9
IL6_TLR4
IL6_TP53
IFNG_IL8
IL4_IL8
IL8_TNF
HGF_INS
IGF1_INS
INS_MMP2
INS_POMC
INS_PTH
INS_TIMP2
IRF6_MIRN221
IRF6_MYLIP
ITGAL_ITGAM
CD4_ITK
HMOX1_JAK2
JAK2_NFE2L2
JAK2_STAT3
FABP4_JUN
GTF3A_JUN
HSPA1A_JUN
CTNNB1_JUP
IL6_JUP
JUP_MYLIP
JUP_S100A16
HMOX1_KEAP1
KEAP1_NFE2L2
KIAA1737_MARCH8
AIM2_KL
FGF23_KL
GDF15_KL
ERRFI1_KLF4
KRR1_MLKL
KRR1_RIPK1
KRR1_RIPK3
KRR1_TIPARP
ALB_LCN2
CASP3_LCN2
CLU_LCN2
CST3_LCN2
CXCL10_LCN2
FABP1_LCN2
HMGB1_LCN2
HMOX1_LCN2
HSPA1A_LCN2
IGFALS_LCN2
IGFBP7_LCN2
IL1B_LCN2
IL6_LCN2
INS_LCN2
LCN2_MMP2
LCN2_RBP4
LCN2_TNF
LCT_MCAT
GPX4_LGMN
LILRB1_PPARA
APOA1_LPAL2
LIPC_LPL
CASP3_MAFK
HMOX1_MAFK
MAFK_NFE2L2
DDC_MAOA
MAP1LC3A_PINK1
IGF2BP2_MAP3K7IP3
MAP3K7IP3_METTL3
AKT1_MAPK1
BAX_MAPK1
CASP3_MAPK1
MAPK1_MAPK3
MAPK1_MAPK6
MAPK1_MAPK8
MAPK1_PDGFC
MAPK1_PIK3CA
MAPK1_MAPK14
AHSA1_MAPK8
JUN_MAPK8
MAPK3_MAPK8
MAPK8_SYK
MAPK8_MAPK9
APOL1_MARCH8
ERRFI1_MARCH8
GAS5_MARCH8
HAVCR1_MARCH8
HIPK1_MARCH8
HTRA3_MARCH8
IL6_MARCH8
KLF4_MARCH8
MARCH8_MBD2
MARCH8_MDM4
MARCH8_MIRN146A
MARCH8_PTEN
MARCH8_SIRT1
MARCH8_THBS2
MARCH8_TP53
F2R_MARK2
CASP1_MB
CKB_MB
DDX58_MB
LCN2_MB
MB_TNNT2
EGR1_MBD2
MARCH8_MBOAT5
HGF_MET
IGF2BP2_METTL3
ELAVL1_MIRN122
H19_MIRN130A
AKT3_MIRN150
MIRN150_SRPK1
HAVCR1_MIRN199B
MARCH8_MIRN199B
JUP_MIRN21
MIRN21_RUNX1
KLF4_MIRN212
MARCH8_MIRN214
MFN2_MIRN214
CXCL12_MIRN22
MIRN93_TXNIP
HAVCR1_MKI67
MLKL_RIPK1
MLKL_RIPK3
MLXIP_MYD88
AGT_MME
HBEGF_MMP10
ALB_MMP2
CST3_MMP2
IGFBP7_MMP2
IL6_MMP2
MMP2_MMP9
MMP9_TCF7
IL1B_MPO
IL6_MPO
MPO_NOS2A
MPO_PRTN3
FOS_MYC
MYD88_TLR4
HAT1_MYLIP
HMGB1_MYLIP
MIRN221_MYLIP
MYLIP_TLR4
GSTCD_NAGLU
HAVCR1_NAGLU
LCN2_NAGLU
NAIP_NLRP3
CD4_NCAM1
CD8A_NCAM1
AKT1_NFE2L2
BAX_NFE2L2
CASP3_NFE2L2
HMOX1_NFE2L2
IL1B_NFE2L2
MARCH8_NFE2L2
NFE2L2_NOS2A
NFE2L2_PPARGC1A
NFE2L2_SOD1
NFE2L2_TLR4
CASP3_NFKB1
HAVCR1_NFKB1
IL6_NFKB1
NFKB1_NOS2A
NFKB1_PTGS2
NFKB1_TLR4
NFKB1_TNF
MAPK8_NGFR
BNIP3_NLRP3
CASP1_NLRP3
ETS1_NLRP3
GABPA_NLRP3
HIF1A_NLRP3
IL1A_NLRP3
IL1B_NLRP3
NFKB1_NLRP3
NLRP3_TLR2
NLRP3_TOLLIP
NLRP3_TXNIP
NOS1_NOS2A
HAVCR1_NOS2A
IL1B_NOS2A
IL6_NOS2A
NOS2A_PTGS2
NOS2A_TNF
EDN1_NOS3
NOS2A_NOS3
HMOX1_NOX4
NFE2L2_NOX4
NPHS1_NPHS2
HSPA1A_NPM1
EDN1_NPPA
NPPA_REN
LCN2_NPPB
HMOX1_NQO1
NFE2L2_NQO1
IL17A_NR3C2
GABPA_NR5A2
HMOX1_NR5A2
ACE2_NRP1
HAVCR1_NRP1
NRP1_TMPRSS2
FGF2_NUDT6
OAT_ODC1
ALB_ORM2
ORM2_SERPINA1
GPX4_OTUD5
PARK2_PINK1
KRR1_PARP1
PARP1_TIPARP
PCNA_VIM
MSTN_PCSK9
PDGFA_TGFB1
FGF2_PDGFB
PDGFA_PDGFB
PDGFB_TGFA
PDGFB_TGFB1
PDGFB_PDGFRA
PDGFB_PDGFRB
NFE2L2_PIK3CA
PIK3CA_PTEN
PIK3CA_SGK1
HMGB1_PIK3R1
NFE2L2_PINK1
PLAT_SERPINE1
PLAT_PLAU
POU2F2_SLC22A2
POU2F2_SLC47A1
PPARGC1A_SIRT1
F2_PPBP
PPID_PPIF
HMOX1_PRKAA1
MAFK_PRKAA1
PRKAA1_SIRT1
AKT1_PRKAA2
PRKAA2_RORC
FIS1_PRKDC
AKT1_PTEN
HMOX1_PTGS2
IL1B_PTGS2
IL6_PTGS2
PTGS1_PTGS2
EPO_PTH
FGF23_PTH
PRL_PTH
PTH_PTHLH
PTP4A2_VCP
NLRP3_PYCARD
MYLIP_RAB10
ACE_REN
ACE2_REN
AGT_REN
AVP_REN
REN_SOD1
RIPK1_RIPK3
RIPK3_TFEB
AKT1_RORC
PIK3CA_RORC
ALK_ROS1
NLRP3_RRAGA
APLP2_SAA
IL6_SAA
SAA_SCARB1
SAA_SCARB2
SCARB1_SCARB2
SCGB1A1_SFTPB
MDH2_SDHB
A2M_SERPINA1
PPBP_SERPINC1
SERPINA1_SERPINC1
NAGLU_SERPINF2
AKT1_SETD2
CASP3_SETD2
IL6_SETD2
PIK3CA_SETD2
PTEN_SETD2
SETD2_SMAD3
SETD2_VEGFA
CLEC4E_SF3B3
CST3_SFTPA1
SCGB1A1_SFTPA1
SFTPA1_SFTPB
AKT1_SGK1
GABPA_SIRT1
GAS5_SIRT1
HMOX1_SIRT1
NFE2L2_SIRT1
NR5A2_SIRT1
MBTPS1_SIRT3
SIRT3_SOD2
FOXM1_SIRT4
SLC17A1_SLC17A3
SLC22A12_SLC2A9
SLC17A1_SLC22A6
SLC17A3_SLC22A6
SLC17A1_SLC22A8
SLC17A3_SLC22A8
SLC22A6_SLC22A8
ACPP_SLC37A4
SLC22A2_SLC47A1
SLC7A1_SLC7A11
MARCH8_SLC7A11
SLCO1A2_SLCO2B1
MAPK1_SMAD3
PDGFC_SMAD3
CDKN2A_SMARCB1
SAT1_SMOX
BAX_SOD1
CASP3_SOD1
CAT_SOD1
GSR_SOD1
HMOX1_SOD1
IL1B_SOD1
IL6_SOD1
SOD1_SOD2
IL6_SOD2
EDN1_SPP1
IGF1_SPP1
AKT1_STAT3
BCL2_STAT3
CCL2_STAT3
HMOX1_STAT3
IL6_STAT3
NFE2L2_STAT3
CAMK4_SYK
MUC1_SYK
CYP2B6_TBXAS1
FOSL1_TCF7
CP_TF
ORM2_TF
MARCH8_TFDP2
MIRN146A_TFDP2
SPP1_TFF3
TFF3_TNFRSF1A
EGFR_TGFA
TGFA_TGFB1
IFNG_TGFB1
IL10_TGFB1
IL2_TGFB1
NUDT6_TGFB1
REN_TGFB1
CD47_THBS1
A2M_TIMP1
COL1A1_TIMP1
LCN2_TIMP1
MMP2_TIMP1
MMP9_TIMP1
BCS1L_TIMP2
LCN2_TIMP2
MMP2_TIMP2
PPID_TIPARP
PANX1_TLR2
TLR2_TLR4
TLR2_TOLLIP
FABP4_TLR4
JUN_TLR4
KIAA1737_TLR4
MAPK1_TLR4
MARCH8_TLR4
NLRP3_TLR4
TLR4_VWS
ACE2_TMPRSS2
BAX_TNF
BCL2_TNF
CASP3_TNF
CCL2_TNF
FASLG_TNF
HMGB1_TNF
IL1RN_TNF
IL2RA_TNF
IL6_TNF
KIAA0101_TNF
SOD1_TNF
SOD2_TNF
TGFA_TNF
SPP1_TNFRSF1A
TNFRSF8_TNFSF8
TNNI3_TNNT2
MBD2_TOX4
AIFM2_TP53
BCL2_TP53
CDKN1A_TP53
GJB1_TP53
HDGF_TP53
MDM4_TP53
PPID_TP53
DDC_TPH1
MAOA_TPH1
RENBP_TTR
CCL2_VCAM1
ICAM1_VCAM1
CXCL12_VEGFA
HAVCR1_VEGFA
IL6_VEGFA
HK2_VWS
HMOX1_XBP1
AGT_YAP1
PRKAA2_ZEB1
