CKD_genes
AVP
AXL
AXPC1
B2M
B3GALT6
B3GALTL
B3GAT1
BACE1
BACE2
BACH1
BACH2
BAG1
BAG3
BAK1
BAX
BBC3
BCGF1
BCHE
BCL2
BCL2A1
BCL2L1
BCL2L11
BCL3
BCL6
BCR
BCRL2
BDKRB1
BDKRB2
BDNF
BECN1
BEST1
BGLAP
BHLHB3
BHLHB8
BIRC3
BIRC5
BMI1
BMP1
BMP10
BMP2
BMP4
BMP6
BMP7
BMPR2
BNIP3
BNIP3L
BPI
BRAF
BRCA1
BRCA2
BRCC3
BRD2
BRD4
BRWD2
BSG
BTG1
BTG3
BTK
BTLA
BTN2A2
BTN3A1
BTRC
BUB1
C10orf59
C19orf10
C19orf2
C1QL1
C1QTNF6
C1S
C20orf181
C21orf33
C3orf39
C4A
C4B
C4BPA
C5AR1
C8orf4
C9orf3
CA1
CA2
CA3
CA4
CACNA1C
CADM1
CALCA
CALCB
CALCR
CALCRL
CALML3
CALR
CAMK2A
CAMK2G
CAMK2N1
CAMK4
CAMKK2
CAMP
CANX
CAP1
CARD14
CARTPT
CASP1
CASP10
CASP12
CASP2
CASP3
CASP4
CASP5
CASP8
CASP9
CASR
CAST
CAT
CAV1
CBL
CBX4
CC2D1A
CCDC26
CCDC50
CCHCR1
CCK
CCKAR
CCKBR
CCL1
CCL11
CCL13
CCL14
CCL17
CCL19
CCL2
CCL20
CCL21
CCL22
CCL24
CCL26
CCL28
CCL3
CCL4
CCL4L1
CCL5
CCL7
CCL8
CCNA2
CCNB1
CCNB2
CCND1
CCND2
CCR1
CCR10
CCR2
CCR3
CCR4
CCR5
CCR6
CCR7
CCR8
CCRK
CCRN4L
CCS
CCT
CCT4
CD109
CD14
CD160
CD163
CD177
CD180
CD19
CD1A
CD1B
CD1C
CD1D
CD2
CD200
CD200R1
CD207
CD209
CD22
CD226
CD24
CD244
CD27
CD274
CD28
CD2AP
CD33
CD34
CD36
CD37
CD38
CD3E
CD4
CD40
CD40LG
CD44
CD46
CD47
CD5
CD53
CD55
CD58
CD59
CD5L
CD6
CD63
CD68
CD69
CD7
CD70
CD72
CD79A
CD79B
CD80
CD81
CD83
CD86
CD8A
CD9
CDA
CDC2
CDC42
CDC73
CDH1
CDH11
CDH15
CDH17
CDH5
CDH6
CDK2
CDK2AP2
CDK4
CDK5
CDK5R1
CDK7
CDKN1A
CDKN1B
CDKN2A
CDKN2B
CDKN2C
CDKN2D
CDON
CDR1
CDX2
CEACAM3
CEACAM5
CEACAM6
CEBPA
CEBPB
CELIAC3
CEND1
CENPA
CENPC1
CENPF
CEP135
CES1
CETP
CFDP1
CFH
CFI
CFP
CFTR
CGB
CGB5
CGN
CHAC2
CHAF1A
CHAT
CHCHD4
CHEK2
CHGA
CHGB
CHI3L1
CHKA
CHL1
CHM
CHMP2A
CHPT1
CHR
CHRM2
CHRNA3
CHRNA9
CHUK
CIDX
CIITA
CILD2
CIRBP
CISH
CKB
CKS1B
CLC
CLCNKA
CLDN1
CLDN2
CLDN3
CLDN4
CLDN5
CLDN7
CLEC10A
CLEC11A
CLEC4D
CLEC7A
CLOCK
CLU
CLYBL
CMKLR1
CMT1A
CMTX2
CMYA5
CNBP
CNN1
CNR1
CNR2
CNTF
CNTN1
CNTN3
CNTNAP1
COBLL1
COG2
COL14A1
COL17A1
COL18A1
COL1A1
COL1A2
COL1AR
COL21A1
COL2A1
COL3A1
COL4A2
COL4A3
COL4A4
COL4A5
COL5A2
COL6A1
COL7A1
COL8A1
COL9A3
COMP
COMT
COP
COQ10A
COQ7
CORO1A
CORT
COX4I1
COX8A
COX8B
CP
CPA1
CPA3
CPAT1
CPB2
CPN1
CPOX
CPP
CPS1
CPT1A
CR1
CR2
CRB1
CREB1
CREBBP
CREM
CRH
CRHBP
CRHR1
CRHR2
CRK
CRKL
CRLF2
CRMP1
CRP
CRS
CRTC1
CRTC2
CRY1
CRY2
CRYGEP1
CS
CSAD
CSE
CSF1
CSF1R
CSF2
CSF2RA
CSF3
CSF3R
CSN1S1
CSNK1D
CSRP3
CST3
CTBS
CTD
CTF1
CTGF
CTH
CTLA4
CTNNA1
CTNNB1
CTNNBL1
CTNND1
CTR9
CTS1
CTSA
CTSB
CTSD
CTSE
CTSG
CTSK
CTSL1
CTTN
CUBN
CUGBP1
CUX1
CX3CL1
CX3CR1
CXADR
CXCL1
CXCL10
CXCL11
CXCL12
CXCL13
CXCL2
CXCL5
CXCL9
CXCR3
CXCR4
CXCR5
CXCR6
CXCR7
CYB5A
CYBA
CYBB
CYCS
CYFIP1
CYGB
CYP11A1
CYP11B1
CYP11B2
CYP17A1
CYP19A1
CYP1A1
CYP1A2
CYP1B1
CYP20A1
CYP21A2
CYP24A1
CYP27A1
CYP27B1
CYP2A6
CYP2B6
CYP2C19
CYP2C8
CYP2C9
CYP2D6
CYP2E1
CYP3A
CYP3A4
CYP3A5
CYP7A1
CYP8B1
CYSLTR1
CYTL1
DAG1
DAPK1
DBH
DBP
DCC
DCK
DCN
DCT
DDB1
DDC
DDHD2
DDIT3
DDIT4
DDR1
DDR2
DDX20
DDX3X
DDX58
DEAF1
DEFA1
DEFB1
DEFB103A
DEFB4
DEGS1
DENR
DEPDC1B
DERL1
DES
DFFA
DGAT1
DGCR2
DGUOK
DHCR7
DHFR
DHPS
DHRS9
DHX58
DIDO1
DIO1
DIO2
DIRAS3
DKK1
DKK3
DLAT
DLD
DLEU1
DLEU2
DLG4
DLL1
DLL4
DMD
DNAH10
DNAH5
DNAI1
DNAJC10
DNALI1
DNASE1
DNASE1L3
DNASE2
DNM1L
DNM3
DNMT1
DNMT3A
DNTT
DPP4
DRD1
DRD2
DRD3
DSC3
DSG1
DSG3
DSP
DSPP
DST
DSTN
DUOX1
DUOX2
DUSP1
DUSP2
DUSP6
DYM
DYRK1A
DYRK1B
DYRK2
DYSF
E2F3
EBF1
EBF3
EBI3
EBM
EBNA1BP2
EBP
ECE1
EDA
EDN1
EDN2
EDN3
EDNRA
EDNRB
EEF1A1
EEF2K
EFNA2
EGF
EGFR
EGR1
EGR3
EHMT2
EIF2AK2
EIF2AK3
EIF2AK4
EIF2B1
EIF2S1
EIF3A
EIF4E
EIF4EBP1
EIF5A
ELA2
ELA3A
ELF3
ELK1
ELK3
ELN
ELOVL5
ENG
ENO1
ENO2
ENPEP
ENPP1
ENTPD1
EOMES
EP300
EPB49
EPHA1
EPHB2
EPHB4
EPHX2
EPO
EPOR
EPPK1
EPR1
EPX
ERAP1
ERAP2
ERBB2
ERBB3
ERCC1
ERCC2
EREG
ERG
ERN1
ERVK6
ERVWE1
ESD
ESR1
ESR2
ETS1
ETS2
ETV3
ETV4
ETV6
EVI1
EVI2A
EXOSC1
EXOSC6
EZH2
F10
F11R
F12
F13A1
F2
F2R
F2RL1
F5
F7
FAAH
FABP1
FABP2
FABP3
FABP4
FABP7
FADS1
FADS2
FAM123B
FAM129B
FANCC
FANCE
FAP
FAS
FASLG
FASN
FAT
FBLN1
FBLN2
FBN1
FBP1
FBXL20
FBXO2
FBXO32
FCAMR
FCER2
FCGR1A
FCGR2A
FCGR2B
FCGR3A
FCGR3B
FCGRT
FCHSD1
FCN2
FCN3
FCRL3
FCRL4
FDX1
FDXR
FECH
FERMT1
FES
FEV
FFAR2
FGB
FGF1
FGF10
FGF19
FGF2
FGF21
FGF23
FGF4
FGF7
FGF9
FGFR1
FGFR1OP
FGFR2
FGFR3
FGFR4
FGG
FGR
FHL5
FIG4
FIS1
FKBP1A
FKBP1B
FKBP4
FKBP5
FLCN
FLG
FLII
FLNB
FLNC
FLT1
FLT3
FLT4
FMN1
FMR1
FN1
FNDC5
FOLR2
FOS
FOSB
FOSL1
FOSL2
FOXA1
FOXC1
FOXC2
FOXG1
FOXM1
FOXO1
FOXO3
FOXO4
FOXP3
FPR1
FPR2
FRZB
FSCN1
FSD1
FSHB
FST
FTH1
FTL
FURIN
FUS
FUT1
FUT2
FUT3
FUT4
FXR1
G6PD
GAA
GAB1
GABPA
GABRE
GAD1
GAD2
GADD45A
GADD45B
GADD45G
GAL
GAL3ST1
GALR1
GALR2
GAMT
GAP43
GAPDH
GAS2
GAS6
GAST
GATA1
GATA2
GATA3
GATA4
GBA
GCG
GCGR
GCH1
GCK
GCLC
GCLM
GDF15
GDNF
GFAP
GFER
GFPT1
GFRA1
GFRAL
GGPS1
GGT1
GH1
GH2
GHR
GHRH
GHRHR
GHRL
GIF
GIP
GIPC1
GIPR
GJA1
GJA4
GJA5
GJB1
GJB2
GJB6
GJC1
GJC2
GJC3
GJD2
GK
GKN2
GLA
GLI1
GLI2
GLP1R
GLS
GLS2
GLUD1
GLUL
GNAQ
GNAS
GNAT1
GNLY
GNRH1
GNRH2
GOLGA4
GOLM1
GOPC
GORASP1
GP6
GPBAR1
GPC3
GPD1
GPER
GPHA2
GPHN
GPI
GPLD1
GPM6A
GPR109A
GPR182
GPR35
GPR65
GPR68
GPSM2
GPT
GPX1
GPX2
GPX3
GPX4
GRB2
GREM1
GRHL3
GRHPR
GRIA1
GRIA2
GRIA3
GRIA4
GRIK1
GRIK2
GRIK5
GRIN1
GRIN2A
GRIN2B
GRK6
GRLF1
GRM5
GRN
GRP
GRPR
GSDM1
GSK3A
GSK3B
GSR
GSTA1
GSTCD
GSTM1
GSTM3
GSTP1
GSTT1
GTF2A1
GTF3A
GUCY2D
GYPA
GYPB
GYPE
GZMB
H19
H6PD
HACE1
HADH
HAGH
HAS1
HAVCR1
HAVCR2
HBA1
HBA2
HBB
HBE1
HBEGF
HBG2
HCFC1R1
HCK
HCRT
HCRTR2
HDAC1
HDAC2
HDAC3
HDAC6
HDAC9
HDC
HERC1
HES1
HEXA
HFE
HGF
HIF1A
HIP1
HIST2H2AC
HIST2H2BE
HIST4H4
HIVEP1
HIVEP2
HK2
HKDC1
HLA-A
HLA-B
HLA-C
HLA-DMA
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DRB1
HLA-E
HLX
HM13
HMBS
HMG1L5
HMGA2
HMGB1
HMGCR
HMI
HMMR
HMOX1
HMOX2
HNF1A
HNF4A
HNRNPC
HNRNPK
HOMER1
HOXA9
HOXC4
HOXC6
HOXD13
HP
HPD
HPN
HPRT1
HPT
HPX
HRAS
HRNR
HSD11B1
HSD17B13
HSD17B6
HSD3B1
HSF1
HSF4
HSP90AA1
HSP90B1
HSPA1A
HSPA5
HSPA8
HSPB1
HSPD1
HSPG2
HTR1A
HTR1B
HTR1D
HTR2A
HTR2B
HTR2C
HTR3A
HTR4
HTR7
HTRA1
HTT
IBSP
IBTK
ICAM1
ICAM2
ICAM3
ICOS
ID2
ID3
IDDM2
IDE
IDH1
IDH2
IDH3B
IDUA
IFI16
IFI27
IFI44
IFIH1
IFIT1
IFN1
IFNA1
IFNA17
IFNA2
IFNA5
IFNAR1
IFNAR2
IFNB1
IFNG
IFNGR1
IFNGR2
IGBP1
IGF1
IGF1R
IGF2
IGF2BP3
IGFALS
IGFBP1
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IGH
IGHG3
IGHV
IGK
IGKV1D-42
IGKV1D-8
IGKV2D-19
IGKV2D-29
IGKV3-25
IGKV3D-20
IGL
IKBKB
IKBKG
IKZF3
IL10
IL10RA
IL10RB
IL11
IL11RA
IL12A
IL12B
IL12RB1
IL12RB2
IL13
IL15
IL16
IL17A
IL17B
IL17C
IL17D
IL17F
IL17RA
IL17RB
IL17RC
IL17RE
IL18
IL19
IL1A
IL1B
IL1F5
IL1R1
IL1R2
IL1RAP
IL1RAPL2
IL1RL1
IL1RN
IL2
IL21
IL21R
IL22
IL22RA1
IL22RA2
IL23A
IL23R
IL25
IL26
IL27
IL27RA
IL28A
IL28B
IL28RA
IL29
IL2RA
IL2RB
IL3
IL31
IL31RA
IL32
IL33
IL3RA
IL4
IL4R
IL5
IL5RA
IL6
IL6R
IL7
IL7R
IL8
IL8RA
IL8RB
IL9
ILF3
ILK
INDO
INHBE
INPP5A
INPP5D
INPPL1
INS
INSM1
INSR
INTS2
INTU
INVS
IPPK
IRAK1
IRAK3
IRF1
IRF3
IRF4
IRF5
IRF6
IRF7
IRF8
IRF9
IRS1
IRS2
ISG15
ISG20
ITGA2
ITGA2B
ITGA4
ITGA6
ITGAE
ITGAL
ITGAM
ITGAX
ITGB1
ITGB2
ITGB3
ITK
ITPR1
ITSN2
IV
IVL
JAG1
JAK1
JAK2
JAK3
JARID1C
JPD
JTB
JUN
JUNB
JUND
JUP
KCNA1
KCNA2
KCNA4
KCNA5
KCNA6
KCNB1
KCND2
KCND3
KCNE1
KCNJ10
KCNJ11
KCNJ16
KCNJ3
KCNJ4
KCNK3
KCNN1
KCNN4
KCNQ3
KDR
KEAP1
KHDRBS1
KIAA0101
KIF17
KIF23
KIF5B
KIR2DL1
KIR2DL2
KIR2DL3
KIR2DS2
KIR2DS3
KIR2DS4
KIR3DL1
KIR3DL2
KIRREL
KISS1
KIT
KITLG
KL
KLF4
KLF5
KLHL22
KLK3
KLKB1
KLRB1
KLRC1
KLRC2
KLRD1
KLRG1
KLRK1
KNG1
KRAS
KRR1
KRT1
KRT10
KRT122P
KRT124P
KRT14
KRT16
KRT18
KRT20
KRT38
KRT5
KRT7
KSS
LAG3
LAMA1
LAMA3
LAMC2
LAMP1
LAMP2
LAMP3
LAP3
LBP
LBR
LCAT
LCE3C
LCK
LCN2
LCS1
LCT
LDHA
LDLR
LEP
LEPR
LGALS1
LGALS3
LGALS3BP
LGALS9
LGI1
LGMN
LHB
LHCGR
LHX2
LIAS
LIF
LIFR
LIMK2
LIPC
LIPE
LMNA
LOR
LOX
LOXL2
LPA
LPAL2
LPAR1
LPL
LRBA
LRG1
LRP1
LRP2
LRP5
LRP6
LRPAP1
LRRC32
LRRK2
LTA
LTA4H
LTB
LTB4R
LTBP1
LTBR
LTF
LY96
LYN
LYPLA1
MADCAM1
MAEA
MAFA
MAFK
MAGEC2
MAGED1
MAL
MALAT1
MALT1
MAOA
MAOB
MAP1LC3A
MAP1LC3B
MAP2
MAP2K1
MAP2K4
MAP3K11
MAP3K12
MAP3K14
MAP3K5
MAP3K7
MAP3K7IP2
MAP3K7IP3
MAPK1
MAPK10
MAPK14
MAPK3
MAPK4
MAPK6
MAPK8
MAPK9
MAPKAP1
MAPKAPK2
MAPKAPK3
MAPT
MARCH5
MARCH8
MARCKS
MARCKSL1
MARK2
MAS1
MASP2
MB
MBD2
MBL2
MBOAT5
MBOAT7
MBP
MBTPS1
MC2R
MC4R
MCAM
MCAT
MCL1
MCOLN3
MDH2
MDK
MDM2
MDS1
ME1
MECP2
MEFV
MEG3
MEIS1
MELAS
MEN1
MERTK
MET
METTL3
MFN1
MFN2
MGAT3
MGEA5
MGMT
MGP
MIB1
MICA
MICB
MIF
MINK1
MIP
MIRN122
MIRN126
MIRN130A
MIRN133B
MIRN145
MIRN146A
MIRN148A
MIRN150
MIRN155
MIRN15B
MIRN17
MIRN182
MIRN183
MIRN185
MIRN186
MIRN187
MIRN188
MIRN192
MIRN195
MIRN19A
MIRN200C
MIRN20A
MIRN21
MIRN210
MIRN211
MIRN214
MIRN215
MIRN22
MIRN221
MIRN222
MIRN223
MIRN26B
MIRN28
MIRN29A
MIRN31
MIRN335
MIRN34A
MIRN34B
MIRN375
MIRN98
MIRN99A
MIRNLET7D
MITF
MKI67
MLH1
MLKL
MLL
MLN
MLXIP
MLXIPL
MLZE
MMD
MME
MMP1
MMP10
MMP12
MMP13
MMP14
MMP2
MMP3
MMP7
MMP8
MMP9
MOAP1
MOG
MPG
MPHOSPH6
MPL
MPO
MPZ
MRC1
MRGPRX2
MRPL12
MRPL28
MS4A1
MSC
MSH3
MSN
MSTN
MSX2P1
MT-ATP6
MT-CO2
MT-CYB
MT-TK
MT1A
MT1JP
MT2A
MTA2
MTTP
MTX1
MUC1
MUC13
MUC2
MUC3A
MUC3B
MUC4
MUC5AC
MUC5B
MUC6
MUC7
MUC8
MUM1
MX1
MXD1
MYB
MYBL2
MYC
MYCN
MYD88
MYF6
MYH14
MYH7
MYL1
MYL2
MYL6B
MYLIP
MYLK3
MYOCD
MYOG
MYST3
N4BP1
NAGLU
NAIP
NAMPT
NANOG
NAT14
NAT2
NAV3
NCAM1
NCAN
NCF1
NCF2
NCF4
NCK1
NCL
NCOA5
NCOR1
NCOR2
NCR1
NCR3
NDOR1
NDRG1
NDUFA5
NDUFAB1
NEB
NEDD4L
NEDD9
NEFL
NEFM
NEGR1
NEK4
NEO1
NES
NEU1
NEUROD1
NF1
NF2
NFASC
NFATC1
NFE2
NFE2L1
NFE2L2
NFKB1
NFKB2
NFKBIA
NGF
NGFR
NID1
NISCH
NKG7
NKX2-1
NKX6-2
NLRC4
NLRC5
NLRP1
NLRP10
NLRP12
NLRP3
NM
NMB
NMBR
NME1
NOC2L
NOD2
NOL3
NOS1
NOS2A
NOS3
NOTCH1
NOTCH2
NOTCH3
NOX1
NOX4
NOX5
NOXA1
NP
NPC1
NPDC1
NPHS1
NPPA
NPPB
NPPC
NPR1
NPR3
NPS
NPTX1
NPTX2
NPY
NPY2R
NQO1
NR0B1
NR1D1
NR1H2
NR1H4
NR1I2
NR2C2
NR3C1
NR3C2
NR4A1
NR4A2
NR5A1
NR5A2
NR6A1
NRAS
NRF1
NRG1
NRP1
NRSN1
NRTN
NSF
NSUN5
NT3
NT5C1A
NT5E
NTF3
NTF4
NTRK1
NTRK2
NTRK3
NTS
NTSR1
NUAK2
NUDT6
NUMB
NUP214
NUP98
NUSAP1
OCLN
ODC1
OGDH
OGT
OLIG2
OLR1
OPA1
OPN1LW
OPN1MW
OPRD1
OPRK1
OPRL1
OPRM1
ORAI1
ORM2
OSM
OSMR
OSTN
OTC
OTUB2
OTUD6A
P2RX1
P2RX2
P2RX3
P2RX4
P2RX7
P2RY12
P2RY14
P2RY2
P4HB
PACSIN2
PADI4
PAFAH1B1
PAG1
PAK3
PAM
PANX1
PAOX
PAPPA
PARD3B
PARK2
PARP1
PAWR
PAX5
PAXIP1
PC
PCK2
PCNA
PCP4
PCSK1
PCSK2
PCSK5
PCSK7
PDB1
PDCD1
PDCD1LG2
PDCD6IP
PDE4A
PDE4B
PDE4D
PDE7A
PDF
PDGFA
PDGFB
PDGFRA
PDGFRB
PDHB
PDHX
PDIA3
PDK2
PDLIM5
PDLIM7
PDPK1
PDX1
PDYN
PECAM1
PELP1
PENK
PER1
PER2
PF4
PF4V1
PFKFB2
PFKFB3
PFKM
PFN1
PGA
PGAM2
PGD
PGF
PGGT1B
PGK1
PGM3
PGP
PGPEP1
PGR
PGRMC1
PHB
PHEX
PHGDH
PHKA1
PHP
PHYH
PI3
PIAS1
PICALM
PIGA
PIH
PIK3CA
PIK3CG
PIK3R1
PIK3R3
PIK3R4
PINK1
PIP
PIR
PITRM1
PITX2
PKD1
PKD1P2
PKD2
PKD2L1
PKLR
PKM2
PKN1
PKN2
PLA1A
PLA2G1B
PLA2G2A
PLA2G4A
PLA2R1
PLAT
PLAU
PLAUR
PLCB1
PLCG1
PLCG2
PLCXD1
PLD1
PLD2
PLEK
PLG
PLK1
PLN
PLOD1
PLP1
PLSCR1
PLTP
PLXNB2
PMAIP1
PML
PMP22
PMS2
PNLIP
PNMT
PNPLA2
PNPLA3
PNPT1
POLA1
POLD4
POLE3
POLG
POMC
POMGNT1
PON1
PON3
POR
POSTN
POU1F1
POU2F1
POU2F2
POU5F1
PPA1
PPAP2A
PPARA
PPARD
PPARG
PPARGC1A
PPBP
PPID
PPIF
PPL
PPM1B
PPM2C
PPOX
PPP1CA
PPP1R13B
PPP1R1B
PPP1R3C
PPP2R3B
PPP2R4
PPP3CA
PPT1
PPY
PQBP1
PRAME
PRDM16
PRDX1
PRF1
PRKAA1
PRKAA2
PRKAR1A
PRKAR2A
PRKCA
PRKCB1
PRKCG
PRKCZ
PRL
PRLH
PRMT1
PRMT6
PRMT7
PROM1
PRR6
PRRX2
PRSS1
PRSS2
PRSS27
PRTN3
PSEN1
PSEN2
PSENEN
PSG1
PSG5
PSIP1
PSMB8
PSMB9
PSMD1
PSMD9
PSPN
PSTPIP2
PTAFR
PTBP1
PTEN
PTGER1
PTGER2
PTGER3
PTGER4
PTGES
PTGS1
PTGS2
PTH
PTHLH
PTHR1
PTK2
PTK2B
PTN
PTP4A3
PTPN1
PTPN11
PTPN2
PTPN6
PTPN9
PTPRC
PTPRF
PTPRN
PTX3
PURA
PVALB
PVT1
PXDN
PXN
PYCARD
PYGM
PYY
QPCT
RAB27A
RAB33B
RAB35
RAB7A
RABEPK
RAC1
RAC2
RAF1
RAG1
RAG2
RALA
RALBP1
RAPGEF1
RAPGEF4
RAPGEF5
RAPH1
RARA
RARB
RARG
RARRES2
RARRES3
RASA1
RASAL2
RASGRF1
RASSF1
RB1
RBL2
RBM47
RBMS1
RBP2
RCA1
RCBTB1
REG1A
REG3A
REL
RELA
REM1
REN
RENBP
REST
RET
RETN
RGS10
RGS19
RGS4
RGS6
RHCE
RHD
RHOA
RHOD
RIEG2
RIN3
RIPK1
RIPK2
RIPK3
RNASE2
RNASE3
RNF2
RNF43
RNMT
RNPC3
ROCK1
ROR1
RORC
ROS1
RPGR
RPL22
RPLP1
RPLP2
RPS27A
RPS6KA1
RPS6KB1
RRAGA
RSAD2
RSPO2
RTEL1
RTN4
RTN4R
RUNX1
RUNX1T1
RUNX2
RUNX3
RXRA
RYR1
S100A1
S100A10
S100A12
S100A4
S100A6
S100A7
S100A7A
S100A8
S100A9
S100B
S1PR1
S1PR2
S1PR3
SAA
SAA1
SAA2
SAR1A
SARS
SATB1
SAV1
SCAP
SCARA3
SCD
SCD5
SCG2
SCG5
SCGB1A1
SCN10A
SCN11A
SCN5A
SCN9A
SCP2
SCYL1
SDC1
SDC4
SDHA
SDHB
SEA
SEC23IP
SELE
SELL
SELP
SEMA3A
SEMA7A
SEPP1
SEPT4
SERPINA1
SERPINA12
SERPINA2
SERPINA3
SERPINA6
SERPINA7
SERPINB2
SERPINB3
SERPINC1
SERPIND1
SERPINE1
SERPINE2
SERPINF1
SERPINF2
SERTAD2
SESN2
SETBP1
SETD2
SF3B1
SFMBT1
SFRP2
SFRP5
SFTPA1
SFTPA1B
SFTPA2B
SFTPB
SFTPD
SGK1
SGMS2
SH2D1A
SH2D5
SH3BGRL3
SH3PXD2A
SHB
SHBG
SHC1
SHC2
SHH
SIGLEC1
SIGLEC6
SIGLEC7
SIL1
SIRT1
SIRT3
SIRT6
SKI
SKIL
SKIV2L
SLAMF1
SLAMF8
SLC10A3
SLC12A1
SLC12A2
SLC12A5
SLC15A1
SLC16A1
SLC16A3
SLC16A7
SLC17A5
SLC17A6
SLC17A8
SLC18A2
SLC19A1
SLC1A1
SLC1A2
SLC1A3
SLC20A1
SLC20A2
SLC22A6
SLC22A8
SLC25A20
SLC25A4
SLC26A1
SLC26A3
SLC26A4
SLC26A5
SLC2A1
SLC2A2
SLC2A3
SLC2A4
SLC32A1
SLC34A1
SLC34A3
SLC35A2
SLC35B2
SLC37A4
SLC38A2
SLC38A6
SLC3A2
SLC45A2
SLC4A1
SLC4A3
SLC5A2
SLC5A3
SLC5A5
SLC5A8
SLC6A11
SLC6A2
SLC6A3
SLC6A4
SLC7A1
SLC7A11
SLC7A2
SLC7A3
SLC9A1
SLC9A2
SLCO1C1
SLIT2
SLN
SLPI
SLURP1
SMAD1
SMAD2
SMAD3
SMAD4
SMAD5
SMAD7
SMARCB1
SMC1A
SMC3
SMN1
SMPD1
SMPD2
SMTNL1
SMURF1
SNAI2
SNAP25
SNCA
SND1
SNHG5
SNHG8
SNORD50A
SNRPE
SOAT2
SOCS1
SOCS2
SOCS3
SOD1
SOD2
SOD3
SON
SORD
SOS1
SOST
SOX10
SOX11
SOX2
SOX9
SP1
SP100
SP3
SP4
SP7
SPAG9
SPARC
SPATA1
SPATA2
SPINK1
SPN
SPON2
SPP1
SPRR2A
SPRY1
SPTB
SQSTM1
SRC
SREBF1
SREBF2
SSB
SST
SSTR1
SSTR2
SSTR4
SSTR5
ST2
ST20
ST3GAL2
ST3GAL3
ST6GAL1
STAG2
STAP1
STAR
STAT1
STAT2
STAT3
STAT4
STAT5A
STAT5B
STAT6
STC2
STH
STIM1
STK11
STK24
STK25
STK4
STMN2
STN
STS
STUB1
STX4
SUCLG1
SUCLG2
SULF1
SULF2
SULT1A1
SULT2A1
SUV39H1
SYK
SYN1
SYNPO
SYP
SYT1
SYT11
T
TAAR1
TAC1
TACR1
TACR2
TACSTD1
TAGAP
TAGLN2
TAL1
TANK
TAP1
TAP2
TAS1R3
TAS2R4
TAT
TAZ
TBCC
TBK1
TBPL1
TBX21
TBXAS1
TCEA1
TCEAL1
TCEB1
TCF3
TCF4
TCF7
TCF7L2
TCHH
TCL1A
TDGF3
TDO2
TEAD4
TEC
TEK
TEP1
TERF1
TERF2
TERT
TET1
TET2
TF
TFAM
TFAP2A
TFDP2
TFEB
TFF1
TFF3
TFPI
TFRC
TG
TGFA
TGFB1
TGFB2
TGFB3
TGFBR1
TGFBR2
TGM2
TH
TH1L
THBD
THBS1
THM
THPO
THSD7A
THY1
TIA1
TICAM1
TIE1
TIMD4
TIMP1
TIMP2
TIMP3
TIMP4
TIPARP
TJP1
TK1
TKT
TLR1
TLR2
TLR3
TLR4
TLR7
TLR9
TM6SF2
TM7SF4
TMEM16A
TMPRSS11D
TMPRSS2
TMPRSS4
TMTC1
TNC
TNF
TNFAIP3
TNFRSF10A
TNFRSF10B
TNFRSF11A
TNFRSF11B
TNFRSF12A
TNFRSF14
TNFRSF17
TNFRSF18
